distance_km,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Road_traffic_density,Weather_conditions,Festival,Time_taken_min,late
3.11,30.0,4.9,2,1.0,Low,Fog,No,18,0
3.06,37.0,4.4,0,0.0,Low,Windy,No,27,0
3.12,27.0,4.9,1,0.0,Low,Stormy,No,12,0
1.54,34.0,4.6,0,1.0,Low,Cloudy,No,29,0
6.08,21.0,4.8,0,2.0,High,Windy,No,36,1
9.31,22.0,4.6,0,0.0,Medium,Stormy,No,21,0
3.02,25.0,4.7,2,0.0,High,Sandstorms,No,12,0
1.55,33.0,4.6,1,0.0,Low,Cloudy,No,15,0
3.07,21.0,5.0,2,0.0,Low,Fog,No,17,0
4.67,26.0,4.6,2,1.0,Medium,Windy,No,21,0
7.76,33.0,5.0,0,1.0,Medium,Stormy,No,27,0
13.61,23.0,4.8,1,1.0,Jam,Stormy,No,29,0
1.49,28.0,4.7,0,1.0,High,Windy,No,38,1
7.68,32.0,4.8,1,1.0,Jam,Stormy,No,25,0
9.09,21.0,4.3,0,1.0,Low,Windy,No,28,0
19.36,24.0,4.9,1,1.0,Low,Stormy,No,15,0
20.18,26.0,4.7,1,1.0,Jam,Stormy,No,20,0
12.26,36.0,4.6,1,2.0,Medium,Fog,No,44,1
3.15,29.0,4.4,0,0.0,Low,Stormy,No,23,0
9.18,37.0,4.8,2,1.0,Jam,Fog,No,29,0
7.76,35.0,4.4,2,2.0,Jam,Cloudy,No,36,1
19.88,20.0,4.6,2,0.0,Jam,Stormy,No,22,0
12.16,23.0,4.7,0,0.0,Medium,Sandstorms,No,22,0
13.83,29.0,5.0,2,1.0,Jam,Sandstorms,No,21,0
6.29,26.0,5.0,2,1.0,Medium,Cloudy,No,13,0
1.55,34.0,4.3,0,0.0,Low,Windy,No,33,1
9.22,29.0,4.6,0,0.0,Jam,Sandstorms,No,15,0
1.52,24.0,4.8,2,0.0,Low,Cloudy,No,15,0
9.12,28.0,4.7,0,1.0,Medium,Cloudy,No,20,0
19.62,27.0,4.9,0,1.0,Medium,Cloudy,Yes,44,1
16.9,24.0,4.7,1,1.0,Low,Cloudy,No,26,0
10.72,39.0,4.7,1,1.0,Low,Cloudy,No,29,0
6.13,35.0,5.0,1,1.0,High,Windy,No,28,0
19.98,39.0,4.6,2,0.0,Medium,Sunny,No,25,0
12.12,39.0,4.9,0,1.0,Jam,Fog,No,47,1
12.35,36.0,4.9,0,0.0,Low,Stormy,No,28,0
1.55,38.0,4.3,0,1.0,Low,Stormy,No,25,0
9.33,28.0,4.6,2,1.0,Low,Cloudy,No,12,0
10.71,39.0,4.6,0,0.0,Low,Cloudy,No,38,1
12.12,25.0,4.1,1,1.0,Jam,Fog,No,42,1
12.46,22.0,4.9,2,1.0,Medium,Fog,No,26,0
3.06,39.0,4.5,2,1.0,Low,Stormy,No,26,0
9.06,26.0,4.9,1,0.0,Low,Fog,No,12,0
4.54,33.0,4.5,1,1.0,Medium,Stormy,No,27,0
16.38,32.0,4.3,0,0.0,Jam,Sunny,No,31,1
6.12,33.0,4.8,1,0.0,Medium,Windy,No,28,0
13.79,20.0,4.7,1,0.0,Jam,Sandstorms,No,17,0
16.63,27.0,4.9,2,1.0,Jam,Stormy,No,17,0
6.11,21.0,4.6,1,1.0,High,Windy,No,12,0
7.6,26.0,4.6,1,1.0,Jam,Cloudy,No,29,0
8.95,32.0,5.0,1,1.0,Jam,Sunny,No,19,0
19.88,29.0,4.9,1,1.0,Medium,Cloudy,No,26,0
19.66,32.0,4.6,2,2.0,Jam,Cloudy,No,48,1
13.41,22.0,4.7,2,0.0,Low,Windy,No,11,0
13.43,25.0,4.8,0,1.0,Jam,Windy,No,25,0
3.1,33.0,4.6,2,1.0,Low,Cloudy,No,19,0
9.07,20.0,4.7,2,0.0,Jam,Sandstorms,No,16,0
12.24,24.0,4.7,2,1.0,Low,Fog,No,20,0
4.53,24.0,4.9,2,1.0,Jam,Stormy,No,29,0
8.94,24.0,4.8,1,0.0,Medium,Sunny,No,11,0
10.91,37.0,4.9,1,1.0,Jam,Sunny,No,22,0
1.55,37.0,4.7,1,1.0,Low,Stormy,No,29,0
7.77,24.0,4.6,1,1.0,Jam,Cloudy,No,21,0
20.18,22.0,4.9,1,0.0,Jam,Sandstorms,No,19,0
4.6,24.0,4.8,2,0.0,Medium,Sandstorms,No,23,0
20.21,27.0,4.6,2,1.0,Low,Fog,No,21,0
16.72,25.0,4.7,2,0.0,Low,Fog,No,28,0
20.85,26.0,4.5,2,1.0,Medium,Sandstorms,No,21,0
3.04,26.0,4.8,2,1.0,High,Sandstorms,No,22,0
7.34,35.0,4.7,0,1.0,Jam,Sunny,No,25,0
19.66,32.0,4.6,0,1.0,Medium,Stormy,No,35,1
7.65,27.0,4.8,1,1.0,Jam,Sunny,No,11,0
13.79,32.0,3.6,2,1.0,Jam,Sunny,No,31,1
6.04,32.0,4.0,1,0.0,High,Fog,No,37,1
9.19,32.0,4.4,1,0.0,Medium,Windy,No,33,1
7.56,26.0,5.0,2,0.0,Medium,Windy,No,24,0
6.12,34.0,4.7,0,0.0,High,Sunny,No,24,0
16.6,29.0,4.5,1,1.0,Medium,Sandstorms,No,28,0
10.72,33.0,4.8,1,1.0,Jam,Sandstorms,No,25,0
1.56,34.0,4.6,1,0.0,Low,Fog,No,15,0
13.43,33.0,4.6,0,1.0,Jam,Windy,No,44,1
6.15,22.0,4.8,0,0.0,Medium,Sunny,No,15,0
17.1,39.0,4.2,0,1.0,Medium,Windy,No,31,1
1.49,30.0,4.9,0,1.0,Low,Sunny,No,20,0
10.68,37.0,4.1,0,1.0,Low,Cloudy,No,35,1
6.23,23.0,4.8,1,0.0,Medium,Sandstorms,No,26,0
4.47,30.0,4.6,0,1.0,Jam,Windy,No,30,0
17.08,39.0,4.9,0,3.0,Jam,Stormy,No,45,1
3.15,32.0,4.6,1,1.0,Low,Sandstorms,No,25,0
5.97,25.0,4.7,1,0.0,High,Stormy,No,22,0
10.43,31.0,4.4,2,1.0,Jam,Cloudy,No,48,1
9.06,20.0,4.0,0,0.0,Low,Windy,No,15,0
12.23,35.0,4.8,2,1.0,Medium,Sandstorms,No,22,0
5.96,37.0,4.0,0,1.0,High,Sandstorms,No,33,1
3.03,27.0,4.8,1,1.0,Low,Windy,No,12,0
10.7,37.0,4.9,0,1.0,Jam,Sandstorms,No,36,1
16.72,36.0,5.0,0,1.0,Jam,Sunny,No,44,1
13.77,34.0,5.0,2,3.0,Jam,Fog,Yes,45,1
7.56,28.0,4.9,0,0.0,Medium,Windy,No,16,0
17.08,37.0,4.6,0,1.0,Low,Stormy,No,27,0
16.63,34.0,4.0,1,1.0,Jam,Fog,No,35,1
14.15,30.0,4.7,0,1.0,Low,Windy,No,24,0
4.72,33.0,4.8,0,1.0,Medium,Sunny,No,22,0
19.66,29.0,4.5,1,1.0,Medium,Windy,No,28,0
8.94,33.0,4.7,2,1.0,Medium,Windy,No,25,0
4.41,29.0,4.6,2,0.0,Medium,Cloudy,No,14,0
16.6,30.0,4.7,0,1.0,Medium,Windy,No,30,0
20.18,24.0,4.9,2,1.0,Low,Stormy,No,17,0
12.26,36.0,4.6,0,1.0,Jam,Cloudy,Yes,51,1
11.92,35.0,5.0,0,0.0,Jam,Sandstorms,No,36,1
13.68,33.0,4.9,1,1.0,Low,Sandstorms,No,25,0
4.66,35.0,4.7,0,1.0,Medium,Stormy,No,30,0
12.42,21.0,4.7,1,1.0,Medium,Stormy,No,18,0
9.44,39.0,4.8,2,1.0,Low,Stormy,No,29,0
1.57,23.0,5.0,2,0.0,Low,Windy,No,18,0
13.97,37.0,4.6,2,1.0,Medium,Stormy,No,25,0
9.12,23.0,4.8,1,0.0,Jam,Sandstorms,No,15,0
12.26,21.0,4.8,0,0.0,Jam,Stormy,No,27,0
19.66,36.0,4.5,0,2.0,Jam,Cloudy,No,43,1
13.77,34.0,4.7,0,1.0,Jam,Fog,No,54,1
9.08,25.0,4.7,2,0.0,Medium,Cloudy,No,16,0
8.94,22.0,4.2,0,1.0,Jam,Sunny,No,52,1
10.87,34.0,3.5,2,1.0,Jam,Sandstorms,No,32,1
13.61,35.0,4.9,2,1.0,Low,Windy,No,29,0
3.15,37.0,4.9,0,1.0,Low,Sunny,No,28,0
7.66,22.0,4.6,1,0.0,Low,Cloudy,No,15,0
13.41,25.0,4.7,1,1.0,Low,Fog,No,29,0
12.12,34.0,4.6,1,1.0,Medium,Stormy,No,30,0
10.64,34.0,4.4,1,0.0,Jam,Cloudy,No,37,1
20.44,33.0,4.6,1,1.0,Jam,Sunny,No,20,0
13.41,39.0,4.6,2,0.0,Low,Stormy,No,26,0
12.42,33.0,4.8,2,1.0,Jam,Sunny,No,24,0
19.98,21.0,4.6,1,1.0,Jam,Sandstorms,No,28,0
12.44,28.0,4.7,1,0.0,Medium,Sunny,No,13,0
19.36,28.0,4.8,1,1.0,Jam,Windy,No,26,0
20.44,20.0,4.9,0,1.0,Jam,Windy,No,25,0
12.1,26.0,5.0,0,1.0,Jam,Cloudy,No,41,1
4.54,30.0,4.8,1,0.0,Medium,Cloudy,No,16,0
17.07,37.0,4.7,0,1.0,Jam,Sunny,No,35,1
10.6,33.0,4.8,0,1.0,Low,Fog,No,44,1
13.58,30.0,5.0,0,2.0,Medium,Cloudy,Yes,41,1
2.98,23.0,4.9,1,1.0,Low,Sandstorms,No,18,0
13.97,21.0,4.9,2,0.0,Low,Cloudy,No,22,0
1.55,35.0,4.5,0,1.0,Low,Cloudy,No,27,0
12.07,27.0,4.4,2,1.0,Jam,Fog,No,34,1
19.39,37.0,4.8,0,1.0,Medium,Sunny,No,25,0
10.72,27.0,4.9,2,0.0,Jam,Sandstorms,No,18,0
19.63,24.0,4.9,2,1.0,Jam,Sandstorms,No,28,0
1.5,34.0,4.1,0,1.0,Low,Stormy,No,34,1
16.38,36.0,4.9,0,1.0,Jam,Cloudy,No,53,1
3.06,22.0,4.9,2,1.0,Low,Sandstorms,No,14,0
10.25,22.0,4.9,0,1.0,Jam,Windy,No,28,0
10.43,24.0,4.5,0,0.0,Low,Sunny,No,26,0
4.66,24.0,4.9,0,0.0,Medium,Sunny,No,16,0
1.49,22.0,4.7,1,0.0,Low,Sandstorms,No,12,0
7.45,36.0,4.9,1,0.0,Low,Stormy,No,26,0
9.22,27.0,4.0,0,1.0,Low,Windy,No,28,0
7.76,27.0,4.9,0,0.0,Medium,Fog,No,20,0
12.42,29.0,5.0,1,0.0,Jam,Windy,No,27,0
12.42,30.0,4.8,0,1.0,Jam,Sunny,No,30,0
8.93,28.0,4.7,0,1.0,Jam,Fog,No,26,0
3.12,21.0,4.5,1,0.0,Low,Fog,No,10,0
16.64,36.0,4.1,0,0.0,Jam,Windy,Yes,52,1
17.08,30.0,4.6,2,0.0,Medium,Sandstorms,No,29,0
10.87,28.0,4.7,1,0.0,Low,Stormy,No,15,0
3.15,38.0,4.9,2,0.0,Low,Sandstorms,No,20,0
3.15,25.0,4.9,2,1.0,Low,Sandstorms,No,16,0
1.53,27.0,4.8,0,0.0,Low,Fog,No,23,0
20.83,32.0,4.2,2,1.0,Jam,Sunny,No,32,1
16.64,24.0,4.8,2,0.0,Low,Stormy,No,11,0
9.12,28.0,4.1,0,1.0,Low,Windy,No,28,0
10.57,39.0,4.8,1,1.0,Low,Cloudy,No,26,0
19.39,28.0,4.0,0,1.0,Jam,Stormy,No,38,1
13.58,39.0,4.9,0,1.0,Medium,Sunny,No,38,1
12.58,27.0,4.8,0,0.0,Jam,Stormy,No,27,0
1.55,22.0,4.6,0,0.0,Low,Cloudy,No,17,0
16.66,26.0,4.5,2,1.0,Medium,Stormy,No,15,0
17.07,36.0,4.8,0,1.0,Jam,Stormy,No,44,1
20.18,26.0,4.5,2,1.0,Medium,Fog,No,25,0
3.07,39.0,5.0,0,1.0,High,Sandstorms,Yes,44,1
7.66,34.0,4.4,0,1.0,Low,Sandstorms,No,24,0
4.66,30.0,5.0,2,2.0,Jam,Fog,No,35,1
19.63,32.0,4.6,2,1.0,Medium,Cloudy,No,38,1
4.56,33.0,4.6,2,1.0,Jam,Sunny,No,24,0
16.82,28.0,4.6,1,0.0,Low,Stormy,No,16,0
10.88,24.0,5.0,1,1.0,Jam,Fog,No,41,1
17.07,38.0,4.4,0,1.0,Medium,Windy,No,32,1
17.1,36.0,4.1,0,2.0,Jam,Windy,Yes,52,1
7.77,25.0,4.8,1,1.0,Jam,Cloudy,No,28,0
1.57,28.0,4.5,2,0.0,Low,Cloudy,No,18,0
10.87,37.0,4.9,2,1.0,Low,Windy,No,15,0
4.72,37.0,4.7,2,0.0,Low,Sunny,No,15,0
19.36,24.0,2.7,2,1.0,Low,Sunny,No,31,1
7.86,39.0,4.2,0,1.0,Low,Sandstorms,No,20,0
6.15,37.0,5.0,0,0.0,High,Sandstorms,No,35,1
3.11,39.0,4.9,0,1.0,Low,Cloudy,No,27,0
7.45,36.0,4.7,1,1.0,Low,Sunny,No,15,0
2.98,29.0,4.6,1,0.0,Low,Fog,No,17,0
12.42,38.0,4.6,0,1.0,Low,Sandstorms,No,29,0
3.07,27.0,4.9,1,1.0,Low,Stormy,No,16,0
4.68,31.0,4.8,1,1.0,Jam,Fog,No,27,0
9.18,39.0,4.6,1,0.0,Low,Stormy,No,24,0
16.9,24.0,4.6,2,1.0,Jam,Fog,No,41,1
17.08,25.0,4.9,2,1.0,Jam,Sandstorms,No,19,0
3.0,20.0,4.7,0,1.0,High,Sandstorms,No,34,1
10.56,20.0,4.9,2,1.0,Low,Stormy,No,10,0
3.11,32.0,4.8,2,1.0,Low,Sandstorms,No,27,0
16.65,23.0,4.9,2,1.0,Medium,Stormy,No,15,0
9.07,36.0,4.7,2,1.0,Jam,Windy,No,25,0
16.15,22.0,4.6,2,1.0,Medium,Cloudy,No,32,1
20.44,33.0,4.9,0,0.0,Low,Stormy,No,29,0
6.08,28.0,4.5,0,1.0,High,Sunny,No,50,1
20.85,32.0,4.6,2,0.0,Medium,Windy,No,25,0
19.92,24.0,4.9,0,1.0,Medium,Fog,Yes,41,1
10.59,20.0,4.9,1,0.0,Low,Cloudy,No,21,0
17.3,28.0,4.9,2,1.0,Jam,Sunny,No,18,0
20.85,35.0,4.9,0,2.0,Jam,Cloudy,No,50,1
7.77,24.0,4.6,1,0.0,Medium,Windy,No,21,0
6.22,25.0,4.6,1,0.0,Medium,Fog,No,16,0
12.58,30.0,4.9,1,0.0,Medium,Sandstorms,No,29,0
1.57,26.0,4.5,0,1.0,Low,Windy,No,27,0
13.68,38.0,4.8,0,0.0,Medium,Fog,No,42,1
12.11,30.0,3.5,2,1.0,Jam,Sandstorms,No,39,1
3.11,22.0,4.7,1,0.0,Low,Fog,No,15,0
10.59,36.0,4.6,0,1.0,Low,Cloudy,No,37,1
19.62,38.0,4.2,2,1.0,Jam,Stormy,No,36,1
7.8,36.0,4.7,0,1.0,Low,Fog,No,27,0
4.56,30.0,4.6,2,0.0,Medium,Fog,No,17,0
10.59,21.0,4.6,0,0.0,Low,Fog,No,20,0
5.96,39.0,4.1,0,2.0,Medium,Sandstorms,No,37,1
9.44,22.0,4.8,1,0.0,Medium,Sunny,No,14,0
13.61,36.0,4.4,1,1.0,Jam,Sandstorms,No,33,1
9.12,39.0,4.6,1,1.0,Low,Cloudy,No,15,0
19.92,36.0,4.3,2,1.0,Medium,Fog,No,41,1
4.6,36.0,4.4,1,1.0,Jam,Windy,No,32,1
4.47,23.0,4.6,1,1.0,Medium,Windy,No,28,0
10.49,20.0,4.8,0,0.0,Low,Stormy,No,20,0
19.37,34.0,4.7,0,0.0,Low,Windy,No,21,0
12.24,22.0,4.0,1,1.0,Jam,Fog,No,34,1
4.56,22.0,4.7,2,0.0,Jam,Fog,No,22,0
9.12,36.0,4.4,0,2.0,Jam,Sandstorms,No,38,1
4.68,29.0,5.0,1,1.0,Low,Stormy,No,13,0
20.21,25.0,4.9,0,0.0,Medium,Cloudy,No,43,1
10.43,24.0,4.7,1,1.0,Jam,Stormy,No,24,0
3.03,27.0,4.4,0,2.0,High,Sunny,No,49,1
16.38,30.0,4.7,1,1.0,Low,Sandstorms,No,27,0
12.16,29.0,4.6,0,1.0,Medium,Windy,No,33,1
6.22,38.0,4.9,1,1.0,Medium,Fog,No,15,0
4.47,29.0,4.9,1,1.0,Low,Windy,No,17,0
12.58,31.0,4.6,1,1.0,Medium,Windy,No,21,0
3.11,28.0,4.6,0,1.0,Low,Cloudy,No,24,0
3.02,35.0,4.9,2,0.0,Low,Stormy,No,23,0
17.14,21.0,4.9,1,1.0,Low,Fog,No,27,0
4.66,39.0,4.8,2,1.0,Medium,Sandstorms,No,30,0
13.97,23.0,4.9,2,0.0,Medium,Stormy,No,20,0
9.32,31.0,4.6,0,1.0,Medium,Sunny,No,22,0
11.01,27.0,4.7,2,0.0,Medium,Sandstorms,No,15,0
4.56,34.0,5.0,1,1.0,Low,Cloudy,No,16,0
4.56,21.0,4.5,1,0.0,Jam,Cloudy,No,28,0
12.42,35.0,5.0,0,1.0,Low,Windy,No,29,0
19.98,27.0,4.8,1,1.0,Jam,Cloudy,No,39,1
13.99,31.0,4.0,0,0.0,Jam,Stormy,No,38,1
10.88,31.0,4.6,2,0.0,Low,Sunny,No,26,0
13.76,32.0,4.3,2,1.0,Jam,Sandstorms,No,43,1
16.64,33.0,3.7,1,0.0,Jam,Sandstorms,No,41,1
9.44,28.0,4.7,1,0.0,Jam,Sandstorms,No,18,0
13.97,36.0,4.6,0,1.0,Jam,Sunny,No,28,0
11.92,24.0,5.0,2,1.0,Jam,Windy,No,26,0
1.52,20.0,4.7,1,0.0,Low,Fog,No,17,0
9.19,31.0,4.9,0,0.0,Jam,Sunny,No,24,0
9.31,36.0,4.1,0,1.0,Jam,Windy,No,33,1
14.02,31.0,3.7,2,1.0,Jam,Sandstorms,No,36,1
6.05,38.0,5.0,0,1.0,High,Cloudy,No,25,0
1.56,35.0,4.9,2,0.0,High,Windy,No,31,1
19.98,33.0,5.0,0,1.0,Medium,Sandstorms,No,36,1
2.98,34.0,4.7,0,1.0,High,Cloudy,No,26,0
9.08,23.0,4.6,0,2.0,Jam,Stormy,No,36,1
11.92,26.0,4.9,1,0.0,Low,Sandstorms,No,10,0
13.22,35.0,5.0,2,0.0,Low,Sandstorms,No,24,0
13.18,26.0,5.0,1,1.0,Jam,Cloudy,No,41,1
1.56,34.0,4.6,0,1.0,Low,Sunny,No,20,0
13.97,34.0,4.7,2,1.0,Low,Cloudy,No,27,0
4.6,38.0,4.2,0,1.0,Jam,Stormy,No,42,1
1.51,20.0,4.0,0,1.0,Low,Sandstorms,No,19,0
1.53,33.0,4.9,0,1.0,High,Fog,No,25,0
9.31,30.0,4.5,0,1.0,Medium,Fog,No,30,0
6.21,39.0,5.0,2,1.0,Medium,Sunny,No,23,0
12.16,29.0,4.9,0,1.0,Medium,Stormy,No,20,0
1.54,37.0,4.7,1,1.0,Low,Stormy,No,26,0
16.85,37.0,4.6,0,2.0,Low,Fog,No,44,1
3.12,39.0,4.1,0,3.0,High,Sandstorms,No,49,1
9.44,38.0,4.6,0,1.0,Low,Fog,No,28,0
19.88,34.0,4.5,2,0.0,Low,Stormy,No,27,0
7.76,29.0,4.7,0,0.0,Jam,Cloudy,No,21,0
12.08,22.0,4.8,1,0.0,Medium,Sunny,No,14,0
7.86,33.0,4.9,2,1.0,Medium,Cloudy,No,18,0
6.05,24.0,4.6,2,1.0,High,Stormy,No,24,0
14.02,33.0,4.6,2,1.0,Medium,Cloudy,No,30,0
12.07,30.0,3.6,1,1.0,Low,Fog,No,37,1
10.87,23.0,4.6,2,1.0,Jam,Windy,No,27,0
9.35,30.0,4.8,1,1.0,Jam,Windy,No,28,0
7.57,29.0,4.7,2,0.0,Jam,Sunny,No,13,0
16.39,24.0,4.9,2,1.0,Low,Fog,No,27,0
9.31,28.0,4.8,1,1.0,Jam,Sandstorms,No,20,0
3.15,26.0,4.5,0,1.0,Low,Cloudy,No,17,0
16.64,34.0,4.6,0,1.0,Medium,Windy,No,30,0
10.7,27.0,4.4,0,1.0,Jam,Sandstorms,No,31,1
9.08,22.0,4.7,1,1.0,Medium,Sandstorms,No,22,0
2.98,28.0,4.7,2,0.0,High,Fog,No,20,0
19.76,22.0,4.6,0,1.0,Medium,Cloudy,No,38,1
9.12,26.0,4.9,2,1.0,Low,Sunny,No,17,0
6.29,25.0,4.8,1,1.0,Medium,Windy,No,24,0
20.44,21.0,4.7,1,0.0,Low,Stormy,No,18,0
9.06,25.0,4.3,0,0.0,Low,Windy,No,22,0
17.3,32.0,4.9,0,1.0,Jam,Cloudy,No,46,1
12.24,38.0,4.1,0,0.0,Jam,Sandstorms,No,38,1
6.21,37.0,4.6,0,1.0,Medium,Cloudy,No,27,0
12.42,23.0,4.3,1,1.0,Jam,Fog,No,35,1
19.36,36.0,4.5,1,2.0,Jam,Stormy,No,34,1
13.83,31.0,4.9,0,3.0,Jam,Cloudy,No,53,1
7.79,27.0,4.8,2,0.0,Medium,Sunny,No,12,0
13.97,31.0,4.9,1,1.0,Low,Sandstorms,No,15,0
3.07,33.0,4.8,2,0.0,Low,Sandstorms,No,28,0
16.6,25.0,4.1,1,0.0,Medium,Fog,No,38,1
6.08,32.0,4.8,0,1.0,High,Cloudy,No,31,1
5.97,28.0,4.8,1,1.0,High,Stormy,No,19,0
19.09,34.0,4.8,1,2.0,Jam,Cloudy,No,45,1
13.58,26.0,5.0,0,1.0,Low,Cloudy,No,21,0
9.31,39.0,4.6,0,2.0,Jam,Sandstorms,No,45,1
1.51,22.0,4.8,2,0.0,Low,Fog,No,18,0
10.57,36.0,4.5,0,1.0,Jam,Fog,No,45,1
7.8,21.0,5.0,1,1.0,Jam,Windy,No,20,0
1.55,27.0,4.5,0,1.0,Low,Cloudy,No,17,0
12.46,36.0,4.7,1,0.0,Jam,Sandstorms,No,29,0
9.22,26.0,4.9,0,1.0,Jam,Windy,No,36,1
12.58,32.0,4.8,0,1.0,Low,Windy,No,20,0
6.13,25.0,4.8,0,1.0,Medium,Sunny,No,22,0
6.12,38.0,4.5,0,1.0,High,Fog,No,27,0
13.21,24.0,4.9,1,1.0,Jam,Fog,No,32,1
6.21,22.0,4.6,0,1.0,High,Sandstorms,No,18,0
10.92,22.0,4.7,2,0.0,Medium,Sunny,No,12,0
9.08,37.0,4.7,0,1.0,Medium,Windy,No,34,1
13.77,29.0,4.9,2,1.0,Jam,Sandstorms,No,22,0
12.1,20.0,4.8,1,1.0,Jam,Windy,No,17,0
9.12,37.0,4.9,0,0.0,Jam,Sunny,No,24,0
4.53,21.0,5.0,2,1.0,Jam,Fog,No,24,0
4.54,27.0,4.6,1,0.0,Low,Stormy,No,14,0
13.41,27.0,4.5,1,1.0,Medium,Sandstorms,No,24,0
7.45,37.0,4.2,0,0.0,Medium,Fog,No,31,1
1.53,32.0,4.9,1,1.0,Low,Windy,No,26,0
6.21,21.0,4.9,0,1.0,Medium,Sunny,No,18,0
12.42,28.0,4.5,2,0.0,Jam,Windy,No,18,0
7.72,34.0,4.7,1,1.0,Low,Stormy,No,21,0
9.12,35.0,4.3,0,1.0,Medium,Cloudy,No,33,1
7.46,38.0,4.7,2,1.0,Medium,Stormy,No,33,1
4.61,22.0,4.5,1,0.0,Jam,Sunny,No,17,0
12.24,32.0,4.9,1,0.0,Low,Windy,No,23,0
13.58,20.0,4.8,0,1.0,Low,Stormy,No,18,0
14.15,20.0,4.9,0,1.0,Jam,Stormy,No,34,1
10.87,22.0,4.9,0,1.0,Medium,Cloudy,No,39,1
7.6,23.0,4.7,2,1.0,Medium,Fog,No,19,0
16.85,33.0,4.1,2,2.0,Jam,Cloudy,No,49,1
20.85,28.0,4.8,0,1.0,Jam,Fog,No,45,1
3.02,24.0,4.9,2,0.0,High,Sunny,No,10,0
6.29,31.0,4.9,0,1.0,Medium,Windy,No,32,1
19.36,34.0,4.2,1,2.0,Jam,Cloudy,No,40,1
16.41,23.0,4.7,1,1.0,Jam,Stormy,No,20,0
3.04,38.0,4.7,2,1.0,Low,Sandstorms,No,28,0
4.66,35.0,4.7,0,1.0,Jam,Sandstorms,Yes,46,1
4.6,28.0,5.0,0,0.0,Low,Cloudy,No,22,0
12.1,20.0,4.6,2,1.0,Low,Fog,No,23,0
12.24,39.0,4.8,1,1.0,Jam,Cloudy,Yes,41,1
1.54,33.0,4.7,1,1.0,Low,Sunny,No,12,0
4.53,22.0,4.5,1,1.0,Jam,Windy,No,23,0
7.55,35.0,4.9,2,1.0,Jam,Windy,No,26,0
19.47,25.0,4.7,2,1.0,Jam,Windy,No,17,0
13.61,21.0,4.0,0,1.0,Jam,Stormy,No,35,1
6.15,28.0,4.5,2,1.0,High,Fog,No,21,0
7.86,22.0,4.6,2,0.0,Medium,Cloudy,No,12,0
3.03,23.0,4.8,2,1.0,Low,Sunny,No,19,0
13.58,31.0,3.5,1,1.0,Jam,Sandstorms,No,35,1
10.59,23.0,4.7,2,1.0,Jam,Windy,No,29,0
19.91,24.0,4.5,2,1.0,Low,Stormy,No,19,0
17.08,24.0,5.0,0,1.0,Low,Stormy,No,22,0
10.71,25.0,4.7,2,1.0,Low,Fog,No,25,0
12.12,27.0,4.9,0,0.0,Low,Sandstorms,No,16,0
17.3,36.0,4.7,2,0.0,Low,Stormy,No,26,0
3.11,26.0,4.8,2,1.0,Low,Sunny,No,15,0
7.66,21.0,5.0,2,1.0,Medium,Windy,No,20,0
10.57,21.0,4.7,0,1.0,Jam,Windy,No,36,1
1.57,31.0,4.7,1,1.0,High,Cloudy,No,31,1
6.15,23.0,4.2,1,1.0,High,Fog,No,33,1
4.4,24.0,4.9,1,1.0,Jam,Stormy,No,23,0
20.25,37.0,4.6,1,1.0,Jam,Fog,Yes,47,1
12.07,24.0,4.9,1,1.0,Low,Windy,No,12,0
7.65,23.0,4.9,1,0.0,Jam,Sunny,No,17,0
3.12,38.0,4.9,1,1.0,Low,Windy,No,20,0
6.21,33.0,4.9,2,1.0,High,Windy,No,33,1
12.16,30.0,4.7,1,1.0,Medium,Stormy,No,25,0
13.18,36.0,4.9,0,3.0,Jam,Windy,No,52,1
10.76,35.0,4.7,0,1.0,Jam,Sunny,No,29,0
5.96,26.0,5.0,1,1.0,High,Fog,No,33,1
4.49,38.0,4.7,0,1.0,Jam,Sandstorms,Yes,45,1
17.16,33.0,4.8,1,1.0,Medium,Sunny,No,24,0
19.97,24.0,4.9,1,1.0,Low,Sunny,No,29,0
7.55,30.0,4.7,1,1.0,Jam,Cloudy,No,28,0
9.08,38.0,4.9,1,1.0,Jam,Stormy,No,30,0
7.45,35.0,4.5,1,1.0,Jam,Windy,No,29,0
16.9,37.0,4.7,1,1.0,Low,Stormy,No,21,0
8.94,37.0,4.8,1,1.0,Jam,Sandstorms,No,31,1
6.06,37.0,4.7,2,0.0,Medium,Fog,No,15,0
13.68,26.0,4.6,1,1.0,Jam,Fog,No,43,1
13.68,32.0,4.6,0,2.0,Low,Fog,No,36,1
4.56,24.0,4.8,2,1.0,Medium,Fog,No,13,0
19.04,26.0,5.0,1,1.0,Jam,Fog,No,39,1
1.55,29.0,4.7,2,1.0,High,Cloudy,No,33,1
10.88,28.0,4.6,2,1.0,Medium,Stormy,No,18,0
20.25,32.0,4.5,0,1.0,Medium,Cloudy,No,39,1
10.81,36.0,4.9,0,1.0,Low,Stormy,No,26,0
12.07,32.0,4.8,0,1.0,Jam,Sunny,No,26,0
1.5,34.0,5.0,0,2.0,High,Stormy,No,37,1
4.56,31.0,4.9,2,1.0,Medium,Fog,No,18,0
9.06,28.0,4.5,1,0.0,Medium,Fog,No,14,0
9.06,33.0,4.7,0,1.0,Jam,Sandstorms,No,48,1
13.77,24.0,4.6,1,1.0,Jam,Stormy,No,25,0
